Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	715.55	582.900000000001	24.0274	19.1715	0.8215	6.801	4.7588	0.6743	0.6497	64.319	0.0986	0.8636	0.3333	0.5302	0.1153	11.412	0.0551	0.2641	-0.0134	0.2775
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	507.35	583.300000000001	17.0917	15.4928	0.8948	5.9529	3.4022	0.8158	0.5835	42.0126	0.1151	0.7992	0.3182	0.481	0.109	7.8493	0.0306	0.1964	0.0252	0.1711
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	788.25	584.400000000001	41.8622	29.0793	0.6221	9.4482	7.8891	0.5216	0.7571	130.2212	0.1492	1.0365	0.4546	0.5819	0.12	20.6388	0.057	0.2781	-0.0198	0.2979
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	529.55	584.1	24.5228	20.0897	0.7635	6.7029	5.5376	0.6384	0.5409	57.3387	0.081	0.725	0.3883	0.3366	0.1101	11.6663	0.0269	0.1603	0.0293	0.131
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	468.55	585.6	49.7888	32.8817	0.5787	11.3898	6.8386	0.8079	0.7429	151.5555	0.1186	1.0135	0.3945	0.619	0.0791	16.1459	0.0368	0.1594	-0.0748	0.2342
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	816.75	585	28.9815	25.5355	0.5585	7.6406	6.558	0.6273	0.6504	79.9984	0.1025	0.9199	0.3968	0.5231	0.096	11.8055	0.0629	0.2617	-0.0711	0.3329
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	720.75	585.300000000001	23.532	19.7395	0.7589	7.4066	4.7945	0.7799	0.4531	45.3131	0.0634	0.5686	0.2874	0.2813	0.0616	6.1568	0.0164	0.091	0.0071	0.0839
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	837.35	584.1	15.3577	16.8202	0.6821	7.0408	2.9396	0.9321	0.5411	35.1726	0.0778	0.7515	0.4252	0.3263	0.0569	3.7005	0.0275	0.0992	-0.0129	0.1121
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	234.25	585.700000000001	26.7522	20.201	0.8238	7.622	4.7087	0.7899	0.5605	61.6577	0.0913	0.8233	0.3659	0.4574	0.0577	6.3478	0.0229	0.1022	0.0045	0.0978
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	501.55	585.700000000001	29.2292	24.6813	0.603	8.482	6.3299	0.7442	0.6687	82.9201	0.1255	0.9042	0.3661	0.538	0.0967	11.994	0.0414	0.1845	-0.0029	0.1874
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	686.85	586.5	24.2751	20.1315	0.7527	7.1251	5.3882	0.6166	0.7563	75.6274	0.1524	1.0757	0.473	0.6027	0.1184	11.8366	0.0666	0.2815	-0.053	0.3346
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	311.85	585.300000000001	28.4861	24.6604	0.5886	9.8735	4.242	0.9164	0.6419	77.6652	0.1617	0.9506	0.321	0.6296	0.0489	5.9109	0.0312	0.133	-0.0484	0.1814
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	659.15	586.5	22.7889	19.4194	0.7594	7.0696	4.4705	0.7781	0.4638	44.9885	0.1248	0.6938	0.2395	0.4543	0.08	7.7643	0.0419	0.1778	-0.0265	0.2043
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	832.65	587.5	24.5228	21.2294	0.6838	8.1337	4.9335	0.7635	0.5287	54.4517	0.0835	0.7262	0.3513	0.3749	0.0281	2.898	0.0235	0.0805	-0.0283	0.1088
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	276.85	587.800000000001	29.4769	25.3182	0.5779	8.8962	5.9311	0.7771	0.5108	60.7897	0.0727	0.6428	0.3278	0.315	0.0456	5.4257	0.0262	0.0937	-0.0227	0.1164
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	291.25	587.5	46.0732	27.9892	0.7391	10.1042	6.6242	0.8162	0.5839	110.3566	0.1016	0.8518	0.355	0.4968	0.0573	10.8381	0.0277	0.1281	-0.0069	0.135
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	536.45	588.800000000001	35.9173	24.8926	0.7284	9.5159	4.9839	0.8627	0.5883	87.655	0.062	0.7191	0.459	0.2601	0.0565	8.4118	0.028	0.1339	-0.0203	0.1542
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	800.95	588.300000000001	26.2568	20.979	0.7497	7.9513	4.646	0.8161	0.5828	64.1033	0.1253	0.8264	0.3407	0.4857	0.0811	8.9187	0.0432	0.2096	-0.0054	0.2149
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	373.25	588	16.3485	15.2884	0.879	5.6615	3.9752	0.6727	0.5333	36.7985	0.1029	0.7735	0.324	0.4495	0.0663	4.5749	0.0312	0.1954	0.0098	0.1856
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	401.35	588.900000000001	30.4678	22.3495	0.7665	7.9945	5.1283	0.8017	0.8016	100.2	0.1172	1.0571	0.4478	0.6093	0.072	9.0028	0.0288	0.173	-0.0054	0.1784
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	599.05	589.300000000001	36.6604	23.8673	0.8087	9.6435	4.9321	0.8499	0.5351	79.7252	0.1042	0.7436	0.3361	0.4075	0.0711	10.6001	0.0415	0.1611	-0.0773	0.2384
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	739.25	591.800000000001	62.4217	41.7032	0.451	16.7473	6.8407	0.91	0.5352	137.5357	0.1241	0.7357	0.23	0.5057	0.0773	19.8687	0.0433	0.2209	-0.0363	0.2572
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	253.65	590.1	34.9264	24.3142	0.7424	9.4179	5.5238	0.8358	0.6675	98.1288	0.1348	0.967	0.3134	0.6536	0.0519	7.6305	0.0295	0.1364	-0.0146	0.151
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	613.05	589.6	18.8256	19.055	0.6515	7.5941	3.6796	0.8747	0.5708	45.0907	0.1054	0.7931	0.3896	0.4034	0.1213	9.5858	0.0946	0.3754	-0.0355	0.4109
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	317.75	589.1	19.0733	15.8133	0.9585	5.5072	4.6487	0.5494	0.7814	61.7272	0.1649	1.145	0.442	0.7031	0.072	5.6902	0.0452	0.2012	-0.0238	0.225
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	395.45	589.800000000001	11.1467	13.906	0.7244	5.8788	2.2398	0.9295	0.571	26.2677	0.0876	0.693	0.4123	0.2808	0.086	3.9557	0.0255	0.1385	0.031	0.1075
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	778.25	592.300000000001	69.1098	36.6022	0.6482	13.9313	7.6893	0.8531	0.8199	230.3915	0.1122	1.1358	0.5513	0.5845	0.1123	31.5685	0.062	0.2917	-0.0269	0.3187
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	408.15	589.700000000001	18.5779	15.6332	0.9552	5.4225	4.5063	0.4753	0.6078	47.4053	0.1174	0.7791	0.3217	0.4574	0.073	5.695	0.0269	0.1599	0.0189	0.141
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	696.85	590.300000000001	10.899	13.0253	0.8073	5.2874	2.5671	0.8806	0.618	29.0458	0.1283	0.8392	0.3288	0.5105	0.0971	4.5627	0.0419	0.19	-0.008	0.198
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	543.55	592.200000000001	29.9723	21.9871	0.7791	8.8421	4.4509	0.8628	0.5997	74.358	0.0966	0.8157	0.3786	0.4371	0.0546	6.7749	0.0189	0.0881	0.0063	0.0818
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	228.95	593	31.2109	24.4688	0.6551	10.1153	4.4528	0.9189	0.6365	82.1057	0.1204	0.8644	0.3939	0.4705	0.0446	5.7526	0.0411	0.1915	-0.0327	0.2242
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	416.25	591.200000000001	21.7981	17.2396	0.9217	6.1697	4.8208	0.554	0.4997	44.9733	0.1109	0.695	0.2591	0.436	0.0617	5.5567	0.0235	0.1209	0.0026	0.1183
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	813.75	592.1	35.9173	26.2532	0.6549	9.7464	6.2619	0.8034	0.7504	111.0621	0.115	1.0073	0.5097	0.4976	0.0976	14.4414	0.0435	0.1996	-0.0971	0.2967
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	352.95	594.200000000001	44.587	29.7695	0.6322	11.2887	6.3636	0.843	0.597	109.8456	0.1305	0.9232	0.3642	0.559	0.0617	11.3598	0.0251	0.1213	-0.0115	0.1328
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	377.35	591.400000000001	16.1008	15.9428	0.796	5.1469	4.6741	0.1658	0.6427	45.6338	0.0865	0.8329	0.4171	0.4158	0.0509	3.6114	0.0402	0.164	-0.0265	0.1905
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	385.55	591.400000000001	20.8072	16.2972	0.9845	5.5829	4.6924	0.5269	0.4983	42.3585	0.0768	0.6784	0.3524	0.326	0.0506	4.3019	0.034	0.123	-0.038	0.161
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	692.55	591.400000000001	15.11	14.4401	0.9106	4.999	3.7065	0.6623	0.7186	45.9902	0.1221	1.1641	0.5397	0.6244	0.105	6.7225	0.0543	0.2323	-0.0451	0.2774
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	822.65	593.400000000001	37.1558	32.0952	0.4533	9.9277	7.6845	0.5239	0.7708	117.9366	0.1771	1.1513	0.3944	0.7569	0.0683	10.4561	0.0582	0.2637	-0.0735	0.3372
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	467.95	596.400000000001	61.9263	36.6694	0.5787	13.9218	7.4325	0.8474	0.7796	199.588	0.1629	1.1915	0.4558	0.7357	0.0849	21.7387	0.0483	0.2462	-8e-04	0.247
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	717.65	595.400000000001	39.6328	33.2338	0.4509	10.2096	8.2965	0.7153	0.7806	128.801	0.1576	1.1158	0.4128	0.7031	0.1153	19.0257	0.0643	0.2285	-0.1142	0.3427
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	272.15	594.6	29.9723	25.3783	0.5848	9.2353	5.769	0.8103	0.5879	72.8948	0.1117	0.9193	0.4028	0.5165	0.0492	6.0982	0.034	0.1237	-0.0327	0.1564
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	643.05	595.5	30.7155	22.5632	0.7582	8.5994	5.0951	0.8277	0.4399	56.3066	0.0966	0.6192	0.2076	0.4116	0.0698	8.9354	0.0314	0.136	-0.0158	0.1517
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	291.25	594	11.8899	12.654	0.9331	4.7719	3.1673	0.7141	0.5324	26.6211	0.0826	0.7359	0.3694	0.3665	0.0422	2.1111	0.0189	0.0772	-0.0082	0.0854
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	380.25	596.400000000001	28.7338	20.0307	0.8999	7.046	5.326	0.6597	0.6817	81.8069	0.1225	0.8989	0.4259	0.4729	0.0664	7.9731	0.0376	0.2003	-0.0586	0.2588
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	514.25	596.300000000001	26.7522	20.5527	0.7958	7.1799	5.5048	0.7021	0.4942	54.8576	0.1447	0.8573	0.1037	0.7536	0.1687	18.7283	0.1055	0.4086	0.0237	0.385
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	531.45	597.5	26.9999	23.4879	0.615	9.2858	4.3904	0.9053	0.5842	65.4287	0.0952	0.7524	0.3844	0.3679	0.0985	11.03	0.0429	0.1908	-0.0799	0.2707
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	392.35	597.6	33.1925	23.1756	0.7766	8.9529	5.0766	0.8299	0.6194	83.6179	0.118	0.8172	0.3522	0.465	0.069	9.3195	0.0255	0.1574	0.0076	0.1499
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	477.85	596.6	25.7614	20.7648	0.7508	7.0834	5.137	0.6436	0.6143	66.9572	0.1072	0.8684	0.3929	0.4755	0.0816	8.8965	0.0459	0.2591	0.0155	0.2436
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	341.75	600	35.4219	25.7751	0.67	11.0304	4.4254	0.9293	0.4948	70.7611	0.0923	0.6709	0.2957	0.3752	0.0545	7.7936	0.0253	0.1204	-0.0089	0.1293
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	547.55	599.300000000001	41.3668	29.4725	0.5985	10.0095	7.3175	0.8204	0.7366	125.9575	0.1557	1.0409	0.4816	0.5594	0.0864	14.7748	0.036	0.1967	0.0066	0.1901
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	691.85	598	28.2384	22.8732	0.6783	8.7415	5.2816	0.8226	0.6581	76.9927	0.146	0.988	0.3015	0.6865	0.1009	11.8003	0.0537	0.2246	-0.062	0.2866
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	311.95	599.900000000001	53.9998	31.3262	0.6915	11.8239	6.7425	0.837	0.6668	147.3709	0.1263	0.9939	0.4161	0.5777	0.0636	14.0531	0.0357	0.1839	-0.0375	0.2214
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	426.95	597.400000000001	31.954	24.2009	0.6856	9.3113	4.8945	0.8543	0.6034	80.8595	0.1299	0.8454	0.2829	0.5625	0.0758	10.1525	0.027	0.1654	-0.0106	0.176
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	631.05	600.700000000001	36.165	29.8633	0.5096	13.0159	4.1158	0.9644	0.6417	94.9772	0.1895	1.0644	0.257	0.8074	0.1273	18.844	0.0755	0.3254	-0.0309	0.3563
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	710.55	598.6	21.5504	18.9196	0.7566	7.8555	4.0541	0.8686	0.5125	46.1275	0.1053	0.7341	0.2993	0.4348	0.076	6.8389	0.0514	0.1848	-0.0243	0.2091
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	215.85	599.800000000001	25.5136	20.5754	0.7573	8.0977	4.6904	0.7907	0.5226	53.8247	0.0625	0.6673	0.386	0.2813	0.0393	4.0508	0.0219	0.0975	-0.0119	0.1095
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	285.05	598.400000000001	22.0458	18.1018	0.8455	6.6249	4.5805	0.7172	0.7205	69.8867	0.103	0.9101	0.4961	0.414	0.0386	3.7454	0.0178	0.0689	-0.0255	0.0944
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	649.35	599.5	21.7981	20.8706	0.6289	7.8999	4.044	0.8991	0.4186	38.508	0.1237	0.699	0.2159	0.483	0.0703	6.4662	0.0304	0.1319	-0.0144	0.1463
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	237.55	599.700000000001	24.2751	19.2098	0.8267	7.5448	4.1758	0.8583	0.5055	50.0412	0.0697	0.6423	0.3403	0.302	0.0455	4.5062	0.0258	0.1063	-0.0135	0.1198
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	267.15	604.5	45.3301	30.8095	0.6001	11.7497	6.3236	0.8806	0.6858	128.931	0.1285	0.9493	0.4068	0.5425	0.0538	10.1224	0.0267	0.1086	-0.0351	0.1437
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	331.35	601.1	32.4494	24.7804	0.664	8.9292	5.4495	0.8662	0.4979	66.2253	0.0902	0.7461	0.3076	0.4386	0.0571	7.5904	0.019	0.1026	0.0233	0.0792
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	722.05	599	14.3669	13.5408	0.9847	4.742	3.925	0.5232	0.8892	53.3519	0.1654	1.213	0.5276	0.6854	0.133	7.9782	0.0487	0.2174	-0.0062	0.2236
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	729.85	600.6	16.844	17.5498	0.6872	7.2385	3.2881	0.8988	0.5378	39.2612	0.1221	0.7422	0.2385	0.5037	0.0979	7.1496	0.0536	0.2219	-0.0175	0.2394
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	223.95	603.700000000001	64.6511	38.961	0.5352	13.388	9.1495	0.8459	0.5251	140.2112	0.074	0.6932	0.3326	0.3606	0.0601	16.0597	0.0323	0.1727	-0.0182	0.1909
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	246.65	600.200000000001	17.8348	16.5691	0.8164	5.7592	4.5053	0.3638	0.5024	37.6822	0.1058	0.7212	0.3251	0.3962	0.0569	4.2686	0.0379	0.1787	-0.0373	0.216
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	616.05	602	21.0549	19.2344	0.7152	8.2034	3.3882	0.9129	0.5301	47.1764	0.124	0.7619	0.2543	0.5076	0.1112	9.9001	0.0448	0.1942	-0.0056	0.1999
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	288.95	602.5	30.22	21.6857	0.8075	8.4779	4.868	0.8009	0.672	85.3446	0.0967	0.8204	0.4225	0.398	0.0547	6.9423	0.0254	0.1128	-0.081	0.1938
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	402.95	602	33.1925	23.1426	0.7788	8.1161	5.9908	0.6403	0.6671	92.0589	0.151	1.0081	0.4343	0.5738	0.068	9.3884	0.0318	0.1476	-0.0151	0.1627
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	593.35	603.400000000001	44.8347	29.953	0.628	11.6635	5.849	0.8976	0.6879	127.9583	0.1335	0.97	0.4102	0.5598	0.0994	18.4906	0.0465	0.2317	-0.0478	0.2795
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	776.05	602.1	46.8163	27.8383	0.7591	9.616	7.3002	0.2936	0.7673	149.6258	0.1724	1.1472	0.4414	0.7058	0.1009	19.6711	0.055	0.2625	-0.0197	0.2822
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	839.95	602.200000000001	24.0274	19.3409	0.8072	7.2797	4.4552	0.8115	0.8287	80.382	0.179	1.2144	0.3987	0.8157	0.0375	3.6329	0.0492	0.1686	-0.1002	0.2688
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	241.45	604.300000000001	24.5228	20.8628	0.708	8.5626	4.2349	0.8581	0.4539	46.7507	0.0905	0.6075	0.224	0.3835	0.1341	13.8091	0.0645	0.332	-0.0034	0.3354
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	259.35	603.300000000001	22.2935	19.4853	0.7379	7.4437	4.1036	0.8615	0.5884	54.1312	0.0912	0.738	0.3653	0.3728	0.0415	3.8207	0.0296	0.1056	-0.0303	0.1359
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	828.05	603.400000000001	16.1008	17.6261	0.6512	7.3615	2.8789	0.9253	0.5482	36.731	0.1404	0.8389	0.2593	0.5796	0.0489	3.279	0.0287	0.1334	-0.0069	0.1404
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	428.15	605.700000000001	45.0824	30.7391	0.5996	11.2472	6.486	0.8674	0.5524	102.195	0.0951	0.7699	0.3275	0.4424	0.0628	11.616	0.0235	0.1426	0.0014	0.1412
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	280.15	603	19.321	16.9896	0.8412	6.7556	3.4839	0.837	0.6183	50.0802	0.0748	0.7363	0.4121	0.3242	0.0596	4.8246	0.0143	0.0818	0.0155	0.0663
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	562.45	605.900000000001	41.6145	26.9693	0.719	9.9403	6.0007	0.8387	0.6182	105.7201	0.1209	0.8505	0.3538	0.4967	0.0768	13.1275	0.0234	0.1364	0.0165	0.1199
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	835.15	606.800000000001	29.7246	22.7538	0.7215	7.8602	6.5036	0.6014	0.8409	102.5883	0.1646	1.1682	0.5034	0.6648	0.057	6.9527	0.0523	0.2067	-0.0525	0.2592
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	663.85	607.700000000001	26.2568	20.8312	0.7604	8.368	4.4229	0.8648	0.6337	69.077	0.1072	0.9462	0.4118	0.5344	0.1018	11.0954	0.0467	0.2053	-0.0594	0.2647
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	320.15	606.900000000001	26.2568	19.2953	0.8862	7.4215	4.3232	0.8151	0.5837	62.4583	0.1227	0.893	0.3895	0.5035	0.0522	5.5833	0.0203	0.1009	0.0066	0.0942
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	297.15	609.1	43.5961	28.1734	0.6902	10.5707	6.2302	0.7903	0.5804	105.6391	0.115	0.9048	0.3371	0.5677	0.0653	11.8852	0.0227	0.1296	-0.0126	0.1421
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	375.55	608.300000000001	34.6787	24.4508	0.7289	9.4315	4.7556	0.8775	0.5637	79.4791	0.1202	0.7965	0.3756	0.421	0.069	9.7263	0.0282	0.183	0.0024	0.1806
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	471.35	607.800000000001	29.4769	22.2981	0.745	7.5268	5.7078	0.6708	0.6265	77.692	0.1119	0.832	0.3391	0.4929	0.0663	8.217	0.0361	0.166	-0.0038	0.1698
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	461.95	610	50.5319	34.4507	0.535	12.0342	7.5332	0.7916	0.9083	188.917	0.1497	1.324	0.5865	0.7376	0.1055	21.9426	0.05	0.2291	-0.0191	0.2482
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	396.35	607.700000000001	27.2476	21.7266	0.7254	8.004	5.3106	0.7615	0.4927	56.6645	0.0847	0.6668	0.2628	0.404	0.0729	8.3859	0.0442	0.1825	-0.0012	0.1837
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	261.55	608.6	9.1651	11.5437	0.8643	4.1155	2.8425	0.6714	0.655	26.857	0.0712	0.8237	0.5062	0.3175	0.0531	2.1752	0.0313	0.1142	-0.0053	0.1195
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	405.35	609.200000000001	24.2751	20.0913	0.7557	6.8655	4.8251	0.6595	0.5319	53.7247	0.0882	0.6841	0.3679	0.3162	0.0611	6.1714	0.0215	0.1085	0.0087	0.0998
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	617.85	614.1	101.3115	46.477	0.5894	16.1495	10.0173	0.7748	0.4881	201.5754	0.0992	0.7269	0.2361	0.4909	0.0633	26.1632	0.0347	0.1928	-0.0474	0.2402
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	697.85	609.6	20.0641	18.0413	0.7746	7.2904	4.0706	0.8421	0.4677	41.1591	0.1089	0.6605	0.2242	0.4363	0.0875	7.6981	0.0459	0.2317	0.0054	0.2264
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	286.35	611.800000000001	32.4494	25.5162	0.6263	9.5228	5.1836	0.8726	0.5418	74.7749	0.0616	0.698	0.3955	0.3025	0.0444	6.1252	0.0241	0.1012	-0.0267	0.1279
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	793.95	611.200000000001	22.2935	20.4831	0.6677	8.4126	3.9593	0.9023	0.4437	42.596	0.0935	0.6234	0.2761	0.3474	0.0749	7.1937	0.0483	0.1726	-0.0253	0.1979
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	232.75	610.900000000001	26.0091	19.2554	0.8815	6.925	5.1663	0.6484	0.538	57.0327	0.0898	0.8035	0.3768	0.4267	0.056	5.9377	0.0378	0.1593	-0.021	0.1803
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	355.05	612.900000000001	92.6418	44.7845	0.5804	13.5673	11.3829	0.2082	0.6116	229.9439	0.157	0.9574	0.1911	0.7663	0.0725	27.2605	0.0322	0.155	-0.0515	0.2065
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	828.05	611	19.321	17.8422	0.7627	7.4054	3.4453	0.8884	0.5344	43.8199	0.0988	0.7326	0.3656	0.367	0.0395	3.2376	0.0365	0.1207	-0.037	0.1577
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	334.45	613.1	40.8714	27.6614	0.6712	10.9632	6.3216	0.811	0.5243	89.6588	0.0965	0.7361	0.3402	0.3959	0.0533	9.1213	0.0224	0.109	-0.0112	0.1202
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	387.45	610.900000000001	32.2017	23.0692	0.7604	8.7974	5.5899	0.7958	0.6047	81.0284	0.1195	0.7943	0.3242	0.4701	0.0741	9.9268	0.0194	0.1211	0.0258	0.0953
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	631.95	611.200000000001	24.5228	18.5057	0.8998	6.4502	4.7295	0.6542	0.5941	61.1896	0.1569	0.9379	0.2769	0.661	0.0981	10.1003	0.052	0.2244	0.006	0.2184
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	271.85	613.300000000001	27.9907	22.3066	0.7069	9.1176	3.9889	0.9195	0.7148	82.1992	0.1177	0.9769	0.4399	0.537	0.061	7.0096	0.0404	0.1682	-0.0351	0.2034
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	495.35	612.400000000001	25.7614	21.2449	0.7172	8.5571	4.113	0.8803	0.6303	67.4415	0.1299	0.9291	0.3801	0.549	0.0686	7.3362	0.041	0.1732	-0.0274	0.2007
