Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	686.25	560	39.3851	25.0147	0.791	9.0323	5.6996	0.7456	0.7694	124.6363	0.1567	1.0811	0.4062	0.6749	0.098	15.8689	0.052	0.2336	-0.0451	0.2787
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	326.95	559.1	42.3576	30.1348	0.5861	11.9877	6.0358	0.8829	0.661	115.0195	0.0849	0.8541	0.4427	0.4114	0.0556	9.6737	0.0225	0.114	-0.0059	0.12
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	471.15	563.300000000001	69.8529	36.3039	0.666	14.073	7.8297	0.8251	0.6346	177.6893	0.1195	1.011	0.3429	0.6681	0.0738	20.6598	0.0336	0.2078	-0.0141	0.2219
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	698.65	559.5	20.3118	17.4519	0.8381	6.4798	4.1757	0.7736	0.4885	42.0074	0.1079	0.6748	0.2806	0.3942	0.086	7.398	0.0383	0.1674	-0.0024	0.1698
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	377.15	563	47.8071	31.5746	0.6026	13.1066	5.5744	0.927	0.8183	157.9367	0.1422	1.1526	0.4873	0.6654	0.0592	11.4227	0.0369	0.1818	-0.0479	0.2296
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	402.45	559.700000000001	22.7889	20.5499	0.6781	7.3953	4.7521	0.7595	0.5154	50.5086	0.0548	0.6035	0.3557	0.2477	0.0527	5.1638	0.0133	0.0833	0.0149	0.0684
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	275.75	559.700000000001	19.0733	17.9073	0.7474	7.1115	3.8676	0.8567	0.575	47.1476	0.1197	0.8046	0.311	0.4936	0.0553	4.5371	0.0249	0.102	-0.0034	0.1055
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	370.35	562.400000000001	40.376	25.1433	0.8026	9.6055	6.0964	0.7711	0.6167	102.375	0.105	0.8202	0.3869	0.4333	0.0555	9.2065	0.0181	0.111	0.0155	0.0955
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	519.25	561.400000000001	29.4769	19.9807	0.9278	7.3103	5.2318	0.7066	0.4319	52.6956	0.0572	0.5483	0.3009	0.2474	0.0511	6.2286	0.0206	0.0864	7e-04	0.0857
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	207.05	561.800000000001	26.9999	21.9861	0.7019	8.1389	5.4203	0.6081	0.5288	61.3399	0.0606	0.718	0.3814	0.3366	0.0356	4.1307	0.0175	0.0773	-0.0152	0.0925
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	282.35	561.1	20.3118	16.5161	0.9357	6.241	4.0612	0.7596	0.4985	42.3737	0.0787	0.6178	0.3075	0.3103	0.0553	4.7011	0.0273	0.1187	-0.0071	0.1258
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	656.65	562.700000000001	29.2292	23.458	0.6675	9.0172	4.1436	0.915	0.5622	68.0243	0.103	0.7589	0.3222	0.4368	0.0637	7.7089	0.0386	0.1817	-0.0085	0.1903
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	726.55	560.200000000001	14.6146	15.7552	0.7399	5.7906	3.9099	0.8024	0.4171	26.6975	0.0946	0.581	0.2558	0.3252	0.0914	5.8523	0.0556	0.2468	-0.0064	0.2532
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	425.05	562.200000000001	32.2017	23.7694	0.7162	9.185	4.9678	0.8651	0.5849	77.7964	0.0778	0.7174	0.4052	0.3121	0.0661	8.7942	0.0228	0.1163	0.0148	0.1015
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	600.75	564.400000000001	41.8622	27.4036	0.7005	10.9028	6.2428	0.7952	0.7065	124.3434	0.2176	1.1254	0.1479	0.9775	0.1721	30.2816	0.0974	0.4869	-0.051	0.538
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	661.75	561.700000000001	18.5779	16.4176	0.8661	5.8356	3.8561	0.7826	0.5717	44.5892	0.1019	0.7471	0.3336	0.4135	0.0952	7.4233	0.0434	0.2189	-0.0217	0.2406
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	834.75	561.800000000001	16.3485	16.1596	0.7867	6.1514	3.8458	0.8034	0.5615	39.8665	0.1404	0.9197	0.3069	0.6129	0.0438	3.1101	0.0321	0.1137	-0.0278	0.1415
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	292.95	562.5	25.7614	19.8323	0.8231	7.0063	4.8162	0.7782	0.6594	73.1879	0.1249	0.9934	0.4394	0.554	0.0593	6.584	0.0332	0.1287	-0.0459	0.1747
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	546.15	563.800000000001	46.8163	33.7047	0.5179	10.028	8.404	0.4728	0.6404	122.3177	0.1177	0.9848	0.3457	0.6391	0.1021	19.5019	0.0869	0.6353	-0.0645	0.6999
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	312.95	562.5	22.0458	17.9546	0.8594	6.1195	4.7581	0.559	0.7737	69.6358	0.0888	0.9659	0.5725	0.3934	0.0494	4.4467	0.0242	0.1034	-0.0027	0.1061
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	534.25	564.300000000001	32.4494	23.3524	0.7477	9.1252	5.4475	0.7831	0.7662	102.6738	0.1354	1.1257	0.4763	0.6494	0.1061	14.2111	0.0513	0.2573	-0.0364	0.2937
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	704.85	563.900000000001	32.4494	22.8619	0.7802	8.7094	4.3567	0.8723	0.5423	73.7518	0.1161	0.8277	0.2813	0.5463	0.1054	14.3402	0.0449	0.2046	-0.0437	0.2483
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	503.35	562.300000000001	15.8531	16.4014	0.7406	5.6956	4.4634	0.6403	0.6184	41.4304	0.0989	0.8161	0.4063	0.4098	0.0762	5.1049	0.048	0.1631	-0.0368	0.1999
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	584.25	565.300000000001	34.6787	25.1899	0.6868	9.4784	5.2355	0.8365	0.5997	88.16	0.1314	0.9116	0.3504	0.5611	0.0807	11.868	0.0437	0.1982	0.0061	0.1921
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	299.75	566	44.587	32.8056	0.5206	12.818	6.057	0.9095	0.5481	100.8579	0.0943	0.8634	0.3576	0.5058	0.0459	8.4431	0.0264	0.1229	-0.0425	0.1654
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	322.95	565.5	41.1191	29.1519	0.608	9.1625	7.3501	0.6705	0.6366	105.0343	0.1147	0.911	0.4178	0.4932	0.0448	7.3879	0.0243	0.1022	-0.0263	0.1285
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	438.35	564.200000000001	34.6787	21.8966	0.9089	7.5713	6.3291	0.3163	0.5734	82.5714	0.0888	0.8484	0.3582	0.4902	0.0709	10.2032	0.0248	0.1363	-0.0021	0.1384
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	789.75	563.800000000001	36.6604	28.1736	0.5804	11.0832	4.9371	0.9172	0.7243	112.2669	0.1542	1.067	0.3621	0.7049	0.122	18.91	0.0446	0.2829	0.0277	0.2552
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	486.75	565.900000000001	38.1466	24.1663	0.8208	8.605	6.2075	0.6816	0.6989	112.5178	0.1122	0.9052	0.4006	0.5046	0.086	13.8396	0.0313	0.1551	-0.0258	0.1809
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	523.85	564	10.6513	13.0177	0.7898	5.0817	2.5944	0.8619	0.4366	20.0822	0.0765	0.546	0.2618	0.2841	0.0669	3.077	0.0229	0.1183	0.0312	0.0871
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	679.55	567.700000000001	36.4127	29.2394	0.5352	11.1135	5.7602	0.8794	0.7359	110.3855	0.1295	0.9618	0.4108	0.551	0.0943	14.1512	0.0465	0.2196	0.0011	0.2186
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	724.45	564.900000000001	17.8348	16.4619	0.827	6.5396	3.7896	0.8335	0.5064	36.4599	0.0644	0.6041	0.3351	0.269	0.095	6.8431	0.0382	0.1953	0.0222	0.1731
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	673.85	564.700000000001	9.6605	11.4138	0.9319	4.4324	2.9558	0.6767	0.4935	20.7269	0.0568	0.5947	0.3802	0.2145	0.0466	1.9564	0.0187	0.1125	0.0118	0.1007
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	745.75	564.800000000001	19.5687	19.8291	0.6254	6.6639	5.1075	0.6908	0.5068	43.0776	0.0844	0.6515	0.3169	0.3346	0.0688	5.8484	0.0452	0.1607	-0.0291	0.1898
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	240.95	566.800000000001	31.4586	21.9775	0.8184	8.4512	4.746	0.8334	0.563	73.7583	0.089	0.7629	0.362	0.4008	0.0477	6.2495	0.0242	0.1145	-0.0329	0.1475
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	691.35	565.1	13.8715	14.849	0.7906	5.9281	3.2802	0.8687	0.5183	30.5804	0.1313	0.7353	0.2893	0.4461	0.0884	5.2162	0.0251	0.1417	0.0246	0.1171
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	729.25	566.200000000001	14.1192	13.876	0.9215	5.3635	3.4795	0.7342	0.3712	21.9037	0.044	0.4661	0.2732	0.1929	0.074	4.3649	0.0171	0.1116	0.043	0.0685
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	775.55	567.1	19.321	16.9664	0.8435	6.326	4.2333	0.7556	0.492	40.8322	0.1251	0.7371	0.1668	0.5703	0.175	14.5265	0.1027	0.5685	0.0667	0.5018
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	499.05	570	49.0456	28.4914	0.7592	10.1961	7.0366	0.6913	0.6536	133.325	0.1141	0.8581	0.4094	0.4487	0.0764	15.5893	0.0294	0.1765	-0.0369	0.2134
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	313.35	568.5	26.2568	18.7358	0.94	6.4197	5.2957	0.4621	0.6748	71.5249	0.1255	1.0205	0.4319	0.5886	0.0587	6.2178	0.0321	0.1389	-0.0617	0.2006
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	339.15	570.700000000001	89.4216	40.5275	0.6842	13.6328	9.6928	0.8205	0.7102	255.6713	0.1097	1.0309	0.4517	0.5793	0.0503	18.1233	0.0249	0.1083	-0.0139	0.1222
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	686.55	569.200000000001	24.0274	18.1261	0.919	6.3401	4.8484	0.6215	0.6259	64.469	0.0931	0.8176	0.436	0.3816	0.086	8.8593	0.0305	0.1568	0.0321	0.1247
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	822.15	570.1	23.2843	18.7893	0.8288	7.0187	4.7114	0.7092	0.5366	53.6591	0.0957	0.7005	0.295	0.4056	0.0777	7.7705	0.0465	0.1737	-0.0125	0.1862
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	361.45	569.6	23.0366	17.7612	0.9177	6.4708	4.27	0.7423	0.5516	52.9583	0.0947	0.6808	0.2966	0.3842	0.052	4.9892	0.0422	0.1994	-0.0492	0.2485
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	434.05	568.700000000001	13.8715	13.233	0.9954	4.6683	3.7478	0.5932	0.5172	29.4789	0.0593	0.6019	0.3879	0.2139	0.0628	3.5809	0.0228	0.1084	0.0263	0.0821
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	444.55	569.700000000001	17.5871	16.7573	0.787	5.5441	4.6519	0.5185	0.58	41.7565	0.0851	0.7782	0.4614	0.3168	0.0558	4.0187	0.0323	0.1522	0.0022	0.15
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	523.05	570.200000000001	30.9632	22.1583	0.7925	8.649	4.7362	0.863	0.4334	55.4739	0.0767	0.5505	0.1816	0.3689	0.0504	6.4503	0.029	0.13	-0.0197	0.1497
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	644.85	569.700000000001	13.8715	13.603	0.942	5.0279	3.6356	0.6965	0.4915	28.5088	0.097	0.6523	0.2968	0.3554	0.0607	3.5187	0.0468	0.1707	-0.0317	0.2024
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	670.65	572	35.1742	24.8802	0.714	9.0509	5.2563	0.8453	0.673	99.5999	0.1333	1.0396	0.4595	0.5801	0.0968	14.3255	0.0579	0.2336	-0.0276	0.2612
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	354.05	570.900000000001	34.431	22.6084	0.8465	7.9827	5.8244	0.7217	0.6986	99.1959	0.1183	1.0173	0.4537	0.5636	0.056	7.9524	0.0223	0.1094	-0.0106	0.12
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	480.65	570.1	26.0091	20.0053	0.8167	7.4724	4.97	0.7573	0.5434	59.235	0.0783	0.7328	0.3842	0.3486	0.0619	6.7452	0.024	0.11	-0.0238	0.1337
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	792.25	571.900000000001	23.2843	19.8858	0.7399	8.0294	3.8908	0.8865	0.5379	53.2478	0.0871	0.7219	0.3217	0.4002	0.0758	7.5012	0.0438	0.1701	-0.0077	0.1778
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	829.65	571.900000000001	21.0549	19.0269	0.7308	7.6027	3.9328	0.8688	0.4398	40.0204	0.1271	0.7236	0.2089	0.5148	0.0362	3.298	0.0428	0.1141	-0.0949	0.2089
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	742.25	571.5	18.3302	16.0603	0.893	6.271	3.7908	0.7859	0.8486	65.3402	0.1542	1.131	0.5309	0.6001	0.1435	11.0523	0.0789	0.3258	-0.0465	0.3723
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	373.65	572	30.4678	22.3303	0.7678	8.3467	5.1234	0.8517	0.6289	78.6184	0.1086	0.8685	0.3478	0.5208	0.0601	7.5113	0.0306	0.161	-0.0256	0.1866
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	458.25	573	26.0091	21.4998	0.7071	8.1849	4.88	0.7141	0.6196	66.9157	0.0928	0.8722	0.4256	0.4466	0.0513	5.5446	0.0312	0.1421	-0.0363	0.1785
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	816.65	570.700000000001	11.6421	12.1123	0.9972	4.4295	3.1577	0.7188	0.4684	22.4815	0.0733	0.634	0.3221	0.3119	0.0765	3.6725	0.0371	0.1448	0.005	0.1398
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	723.65	571.900000000001	18.5779	19.8758	0.591	7.4308	4.1779	0.8609	0.5651	45.7725	0.2082	1.0353	0.2746	0.7606	0.0877	7.1047	0.0612	0.224	-0.0117	0.2357
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	737.25	571.6	13.3761	14.1778	0.8362	5.3396	3.5976	0.755	0.6412	37.1891	0.1172	0.8604	0.3918	0.4685	0.1214	7.0418	0.0825	0.3878	0.0042	0.3836
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	430.75	573.1	16.3485	15.775	0.8256	6.3177	3.2801	0.8524	0.5253	35.1924	0.0798	0.7024	0.324	0.3784	0.0787	5.2732	0.0261	0.1213	0.0136	0.1076
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	419.75	574.200000000001	23.532	19.8065	0.7538	6.8119	5.381	0.5666	0.5386	53.3206	0.0926	0.7437	0.3565	0.3872	0.0569	5.635	0.0265	0.1459	0.0079	0.138
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	425.65	572.900000000001	18.8256	16.7405	0.8442	6.452	4.1138	0.7161	0.6695	55.568	0.104	0.8576	0.4553	0.4024	0.0724	6.0107	0.0302	0.1533	-0.0013	0.1547
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	489.15	573.300000000001	27.4953	20.8064	0.7981	8.3974	4.2378	0.862	0.6195	71.863	0.1199	0.9618	0.4103	0.5515	0.0684	7.935	0.0288	0.1336	-0.008	0.1416
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	748.35	574.900000000001	36.165	25.3141	0.7092	8.2581	6.8796	0.5782	0.5677	85.1517	0.1388	0.855	0.2401	0.6149	0.0801	12.0183	0.0401	0.191	-0.0188	0.2098
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	392.35	574.800000000001	21.7981	19.5769	0.7147	7.8751	3.8469	0.8842	0.5383	49.5253	0.0621	0.6305	0.3386	0.2919	0.0558	5.1305	0.0193	0.1094	0.0125	0.0969
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	597.15	573.1	16.1008	15.2333	0.8719	5.5511	3.6854	0.7115	0.5048	34.8318	0.0552	0.6421	0.3807	0.2614	0.058	4.0028	0.0255	0.1039	-0.0105	0.1145
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	706.75	573.700000000001	24.2751	19.8657	0.773	8.0166	3.7164	0.8835	0.4505	45.0471	0.0931	0.6679	0.2992	0.3687	0.0638	6.3793	0.0276	0.1154	0.0049	0.1104
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	591.05	576.200000000001	35.9173	24.4709	0.7537	8.4947	6.4161	0.6261	0.6231	92.8486	0.118	0.9445	0.3661	0.5785	0.0915	13.638	0.0529	0.2379	-0.0134	0.2514
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	648.05	574.200000000001	17.8348	16.3879	0.8345	6.2647	3.4645	0.8462	0.5147	38.0896	0.1198	0.6784	0.2649	0.4135	0.0877	6.4923	0.0365	0.1556	-0.0408	0.1964
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	286.55	577.400000000001	53.752	32.4484	0.6415	12.4898	5.8508	0.9053	0.5522	122.0252	0.0815	0.8405	0.3756	0.465	0.0443	9.794	0.0226	0.1341	-0.007	0.1411
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	585.15	574.800000000001	18.5779	15.7182	0.9449	5.7374	3.966	0.7068	0.4841	37.7571	0.0559	0.5833	0.3117	0.2715	0.0585	4.5595	0.0269	0.1032	-0.0077	0.111
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	465.95	576.400000000001	54.9906	32.0963	0.6708	13.2986	6.857	0.8694	0.7719	174.443	0.1186	1.0928	0.4789	0.6138	0.0764	17.2687	0.0353	0.1873	-0.0412	0.2286
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	683.55	577.300000000001	26.7522	24.3472	0.5671	10.3627	3.6556	0.9455	0.6851	75.364	0.1102	0.9444	0.4551	0.4892	0.115	12.6456	0.0469	0.2159	0.0138	0.2021
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	557.65	580.1	66.1373	42.0419	0.4702	15.9889	7.6527	0.8707	0.5481	149.0955	0.1029	0.7566	0.2168	0.5398	0.1103	29.9906	0.1113	0.5451	-0.0031	0.5482
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	317.55	578.300000000001	58.2107	32.4539	0.6945	11.5141	7.3868	0.7389	0.6945	163.9115	0.1177	0.9842	0.486	0.4982	0.0647	15.2603	0.0255	0.1332	-0.0251	0.1583
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	815.05	575.900000000001	19.0733	16.9139	0.8378	6.7103	3.6009	0.8421	0.529	42.3175	0.112	0.7818	0.2819	0.4998	0.0935	7.4776	0.0439	0.2269	0.0143	0.2126
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	836.05	577.700000000001	23.7797	18.6921	0.8553	7.1289	4.4406	0.7783	0.5698	56.9762	0.1255	0.8737	0.2669	0.6068	0.0533	5.3277	0.0246	0.1377	-0.0035	0.1412
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	243.25	577.1	27.743	24.0593	0.6023	9.1874	4.8758	0.8798	0.5113	58.8007	0.0963	0.7422	0.3326	0.4096	0.0473	5.4387	0.028	0.1285	-0.041	0.1695
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	641.35	577.900000000001	33.4402	23.3955	0.7677	7.904	6.5658	0.5379	0.5044	70.6161	0.1028	0.7778	0.2861	0.4917	0.0845	11.8364	0.0347	0.1482	-0.0219	0.1701
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	258.25	581	51.275	30.0772	0.7123	12.3172	5.9713	0.8733	0.5405	112.966	0.0822	0.7432	0.353	0.3902	0.0377	7.8846	0.0265	0.1015	-0.0225	0.124
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	658.15	578.800000000001	32.4494	22.3059	0.8196	8.193	5.412	0.7838	0.5624	74.2306	0.1226	0.767	0.317	0.45	0.0811	10.7059	0.0407	0.1769	-0.0082	0.185
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	798.15	578.900000000001	48.3025	30.0425	0.6725	9.7942	7.6276	0.2465	0.8114	162.2703	0.1397	1.1014	0.5202	0.5813	0.0958	19.1618	0.0542	0.2407	-0.0224	0.2631
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	351.85	578.5	35.4219	21.8749	0.9302	7.7987	6.3562	0.5002	0.5329	78.8683	0.0699	0.6551	0.3415	0.3137	0.0472	6.9907	0.0216	0.1349	-0.0133	0.1482
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	741.95	578.700000000001	19.5687	19.5018	0.6466	7.9047	3.4075	0.9262	0.5227	43.9095	0.1167	0.7111	0.2786	0.4325	0.0748	6.2849	0.0381	0.1441	-0.0061	0.1502
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	271.25	581.6	33.9356	28.822	0.5134	11.9338	4.3675	0.9452	0.6075	85.6644	0.1027	0.8321	0.4151	0.417	0.0428	6.0381	0.0403	0.1374	-0.0733	0.2107
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	384.25	577.1	12.1376	13.6173	0.8225	5.6962	2.9821	0.8313	0.5054	25.2721	0.0601	0.6486	0.383	0.2656	0.0447	2.2352	0.024	0.0916	-0.0123	0.1039
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	396.45	580.900000000001	85.2106	44.6491	0.5371	18.6975	7.4454	0.9208	0.6887	236.9108	0.1131	0.9502	0.4069	0.5433	0.0604	20.7746	0.0275	0.1437	-0.003	0.1467
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	442.35	578.300000000001	18.5779	16.5305	0.8543	5.9207	4.6924	0.5461	0.4952	39.122	0.0407	0.594	0.4046	0.1894	0.0616	4.8662	0.022	0.1359	0.0176	0.1183
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	449.45	579.1	28.2384	19.2305	0.9596	6.9	5.5622	0.6068	0.6286	72.9144	0.1095	0.9029	0.3621	0.5408	0.0699	8.1132	0.0286	0.1695	-0.0411	0.2107
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	515.25	579.900000000001	29.2292	20.8538	0.8446	7.2454	5.7208	0.4991	0.5459	68.2355	0.0788	0.7034	0.3529	0.3505	0.0683	8.543	0.0216	0.1417	-0.0171	0.1588
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	237.15	579.900000000001	18.0825	15.5548	0.9392	5.5824	4.316	0.605	0.5636	42.2689	0.0945	0.8184	0.3986	0.4198	0.0592	4.4437	0.019	0.0936	-0.0042	0.0979
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	632.35	580.800000000001	21.5504	18.7688	0.7688	7.5554	3.4897	0.8913	0.4745	43.1809	0.1159	0.712	0.2665	0.4455	0.0918	8.3501	0.0499	0.2468	-0.018	0.2648
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	806.55	580.5	21.7981	19.8482	0.6953	6.8109	5.2165	0.7152	0.5241	48.74	0.0905	0.7377	0.3392	0.3985	0.078	7.2505	0.0256	0.1525	0.0141	0.1385
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	698.75	581.900000000001	47.5594	32.8158	0.555	13.1437	6.3632	0.9134	0.8019	157.1802	0.1657	1.2087	0.3698	0.8389	0.1439	28.2132	0.0669	0.3542	-0.0091	0.3633
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	709.95	584.5	37.6512	27.8651	0.6094	11.9873	4.7693	0.9241	0.6118	96.6688	0.101	0.8508	0.3504	0.5004	0.1082	17.0976	0.0457	0.213	-0.007	0.22
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	379.85	582.800000000001	34.431	24.4531	0.7236	8.8621	5.2465	0.82	0.6363	89.7142	0.0995	0.8955	0.4051	0.4904	0.077	10.851	0.0276	0.1573	0.0079	0.1495
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	265.65	581.900000000001	16.1008	15.6877	0.8221	6.3491	3.6206	0.7543	0.5108	35.2485	0.0417	0.5892	0.4115	0.1776	0.0267	1.8428	0.0232	0.0848	-0.0416	0.1264
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	604.55	582	22.7889	17.5588	0.9288	6.656	4.2231	0.741	0.5313	49.9464	0.1054	0.7668	0.306	0.4608	0.081	7.6098	0.0366	0.1727	0.006	0.1667
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	612.55	581.700000000001	11.8899	13.316	0.8426	5.0102	2.9923	0.8193	0.5185	26.442	0.0632	0.6541	0.3764	0.2777	0.0558	2.8464	0.04	0.1508	-0.0341	0.1849
